X1,X2,X3,X4,X5,Class_Label
5.481571961416213,3.210690807331293,3.141143899318572,3.681756715478903,4.776763270124975,1.0
1.366711869400619,-0.22131343762515632,0.4308412171367174,-1.1263767459238205,-0.10644189805630466,0.0
4.184304557683291,2.3766704819553675,2.4753728344169055,4.495199918150047,2.149312813590632,1.0
4.655582190411418,3.4236862433435205,4.499922302067368,2.507892642256773,4.716868291183921,1.0
5.537846668859267,2.1520401288112767,2.3651780420517765,3.967938198701989,3.0811241507114473,1.0
5.424293968687268,4.658713462706611,3.6849508335461056,4.420914921790534,4.75547456301151,1.0
3.6263805362007924,3.9546956658137358,3.9988792672050124,0.9488124683340846,3.2947457570836547,1.0
4.265658802079394,1.378351486645045,4.279258796704978,2.642197761835454,4.3212992022795245,1.0
5.710716315759975,2.937321192001448,2.2713925031825655,3.438711814876537,2.18101506857929,1.0
4.067086272150533,3.048801851287203,3.6544503333949874,4.9107212620773195,2.7951757250478355,1.0
1.5193011467513782,1.3050316060987015,0.6730280317156712,-1.830331317583926,-0.2838723007231909,0.0
2.362506283793302,0.9885796191263815,-1.0989766546354522,-0.06941486009455317,0.6808771708312369,0.0
4.930377494844995,3.0334313115536506,6.174094038683309,4.6597055285058335,2.3314585857143095,1.0
0.1304048457697976,1.1551981142055054,-0.9767297988065808,-0.789614854311716,1.2539458730671924,0.0
4.4999003507388675,3.003125570195799,5.673100358605326,1.8577650250152165,2.1648300662651274,1.0
4.352750441593132,2.8438772618017785,3.111185603359268,2.901175948965644,3.7382943264648674,1.0
3.5445546664682053,3.0369860969486266,2.2519881135076174,3.7671795642483015,4.739344976955888,1.0
0.20972327561163295,1.275406149232651,0.19962103379584137,1.2487239001925223,-1.0401581160478466,0.0
0.7231014758824841,-0.7146885880481696,-0.6065832725056929,0.521137317844306,1.2933232008444575,0.0
2.5258342954872597,0.43453372882063324,1.7208844710087385,-0.9434524766960505,0.9730481629014897,0.0
2.9425556054717568,0.8535296815161431,4.482196027450829,4.166281005882603,2.169108407120919,1.0
0.5789873269613072,-0.5206937180489544,0.18987714819922322,-1.7678451699198208,-0.5481432963415357,0.0
-0.21672681826527185,-1.769187855376555,0.06342124560353957,0.41711750599553127,-0.8526579176214251,0.0
3.824057602243894,2.5799844995350885,5.338948106713255,1.8332911222066797,2.0283188801745737,1.0
6.6947634705285655,2.740715854456904,2.9706837528080277,4.513024979865818,5.129801858417754,1.0
2.8832667871837816,4.125043071019116,3.351196199995336,2.598359600106049,3.9250251680750186,1.0
1.230554691266085,0.7674628889276313,-0.4796277263580183,2.0026551794113785,0.6909191954339708,0.0
3.5122092524190753,3.4332540158271065,3.7594523758509477,3.6464227222286505,2.0435572175238743,1.0
2.264724213338742,-0.16803108919328402,-0.8783887319416466,0.386643167830475,-0.615912097748666,0.0
4.9549060983813,2.521662760616072,5.076593680380811,3.2753937081031164,5.729867459836754,1.0
6.628261044013069,1.7297352736549594,2.487140951509427,2.2960273735369308,2.1425278720918257,1.0
3.735761572856008,3.3652627768380956,2.4156615345415826,4.4425714447822315,1.1325459786265482,1.0
5.8085379548697755,3.3048239117423734,5.342044535976849,3.896007377188141,2.641111774497819,1.0
1.489424092313972,0.135469231620564,-0.004309036181241455,-0.3875564268985159,0.5339463063252203,0.0
-0.23666230682425005,-1.1188437374819173,-3.018376512183253,0.6449433202134017,-0.13736122400507994,0.0
6.143532248626304,3.8677850767629103,3.9098727390951837,3.8511595511678918,3.804215168671234,1.0
6.025091710119926,4.323274660707833,5.464240884119116,3.0192505950703272,4.195993745914756,1.0
5.89008322511209,4.250732887234118,4.720386354656817,3.271186310598879,2.685414079556023,1.0
6.323302967967315,3.1430380373304385,4.353401824392065,1.8033859465694344,3.4684556082900304,1.0
5.395578105970388,2.867605259546665,5.548266982966869,2.29289112661995,3.861274071898292,1.0
-0.40469962369249146,-0.6828451311293997,0.8070253399262617,1.1992037543670242,-1.5738927227857409,0.0
3.5207164011580585,2.3413111733687204,3.503599070064983,2.816890525888481,3.3109188624839354,1.0
-0.6389870104577616,-0.987675356699021,-0.7329246335064541,-0.8880499284031135,-1.693055242460351,0.0
0.9821012790429988,1.0322578066523111,-0.18231469818730628,1.3595313154527537,1.6800081056666607,0.0
4.844017397030772,1.4383547974760145,4.319308293952191,4.632759989359196,3.495207378351233,1.0
1.9279684917748026,0.6896088142905065,0.3178646094515179,-1.2879078790551661,0.7935419599660323,0.0
0.42500049898240116,-0.5751978708435743,-0.8837414437364488,0.21940559775995205,-0.5204888513366001,0.0
-0.21310388947726555,0.11447132941251512,0.20896709447905884,-0.7328484393919664,-0.28816647945063156,0.0
-0.23762228126097285,-1.7775320605592055,1.0415499466891105,-1.5748100138596448,-0.17743176793009868,0.0
2.6632971969077888,2.5602548142947437,5.634622830366385,5.284536564385847,3.674613814187184,1.0
4.186274008374001,5.133844767783483,3.0190550781041052,4.39055851022048,2.639679611780825,1.0
-0.4374082996385221,-0.004692666415098995,0.9194435231513398,0.43126893100175984,-1.0132226127870188,0.0
-0.030379973286524642,-0.4463003016395197,0.3078866871555309,-1.3967477390754346,-0.3426537368175482,0.0
4.7329172353104685,4.653757434148312,5.63485699164925,3.890505389546001,2.6343949525993766,1.0
3.8252308299180715,4.14428960162682,4.355053745034479,2.0748327008927525,0.9056498719887229,1.0
